mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,2.0,15.0,48,30,3.958120942115784e-09,4.0,32.0,1.0,True
injected,2.0,15.0,48,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,15.0,48,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,2.0,15.0,48,0,,,,,True
injected,2.0,15.0,49,30,3.4691765904426575e-08,4.0,32.0,2.0,True
injected,2.0,15.0,49,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,2.0,15.0,49,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,2.0,15.0,49,0,,,,,True
injected,2.0,30.0,0,30,3.08244489133358e-06,4.0,30.0,4.0,True
injected,2.0,30.0,0,60,1.372024416923523e-05,4.0,25.0,3.0,True
injected,2.0,30.0,0,120,0.000771939754486084,4.0,20.0,4.0,True
injected_any,2.0,30.0,0,0,,,,,True
injected,2.0,30.0,1,30,1.697661355137825e-05,4.0,27.0,4.0,True
injected,2.0,30.0,1,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,2.0,30.0,1,120,3.814697265625e-05,4.0,18.0,1.0,True
injected_any,2.0,30.0,1,0,,,,,True
injected,2.0,30.0,2,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,2.0,30.0,2,60,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,2.0,30.0,2,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,2.0,30.0,2,0,,,,,True
injected,2.0,30.0,3,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,2.0,30.0,3,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,30.0,3,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,2.0,30.0,3,0,,,,,True
injected,2.0,30.0,4,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,2.0,30.0,4,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,2.0,30.0,4,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,2.0,30.0,4,0,,,,,True
injected,2.0,30.0,5,30,3.08244489133358e-06,4.0,30.0,4.0,True
injected,2.0,30.0,5,60,0.0001553744077682495,4.0,23.0,4.0,True
injected,2.0,30.0,5,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,2.0,30.0,5,0,,,,,True
injected,2.0,30.0,6,30,1.1180760338902473e-05,3.0,30.0,5.0,True
injected,2.0,30.0,6,60,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,2.0,30.0,6,120,1.7940998077392578e-05,3.0,22.0,2.0,True
injected_any,2.0,30.0,6,0,,,,,True
injected,2.0,30.0,7,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,2.0,30.0,7,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,2.0,30.0,7,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,2.0,30.0,7,0,,,,,True
injected,2.0,30.0,8,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,2.0,30.0,8,60,2.9802322387695312e-08,4.0,25.0,0.0,True
injected,2.0,30.0,8,120,1.9073486328125e-06,4.0,19.0,0.0,True
injected_any,2.0,30.0,8,0,,,,,True
injected,2.0,30.0,9,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,2.0,30.0,9,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,2.0,30.0,9,120,3.3020973205566406e-05,3.0,21.0,2.0,True
injected_any,2.0,30.0,9,0,,,,,True
injected,2.0,30.0,10,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,2.0,30.0,10,60,7.826089859008789e-05,3.0,22.0,3.0,True
injected,2.0,30.0,10,120,0.0012469589710235596,3.0,21.0,5.0,True
injected_any,2.0,30.0,10,0,,,,,True
injected,2.0,30.0,11,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,11,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,2.0,30.0,11,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,2.0,30.0,11,0,,,,,True
injected,2.0,30.0,12,30,2.3245811462402344e-06,3.0,28.0,3.0,True
injected,2.0,30.0,12,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,2.0,30.0,12,120,7.826089859008789e-05,3.0,22.0,3.0,True
injected_any,2.0,30.0,12,0,,,,,True
injected,2.0,30.0,13,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,2.0,30.0,13,60,1.516193151473999e-06,4.0,26.0,2.0,True
injected,2.0,30.0,13,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,2.0,30.0,13,0,,,,,True
injected,2.0,30.0,14,30,2.9738061130046848e-05,4.0,26.0,4.0,True
injected,2.0,30.0,14,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,2.0,30.0,14,120,0.000244140625,4.0,20.0,3.0,True
injected_any,2.0,30.0,14,0,,,,,True
injected,2.0,30.0,15,30,0.00016245711594820025,4.0,25.0,5.0,True
injected,2.0,30.0,15,60,0.000244140625,4.0,20.0,3.0,True
injected,2.0,30.0,15,120,0.0006561279296875,4.0,16.0,2.0,True
injected_any,2.0,30.0,15,0,,,,,True
injected,2.0,30.0,16,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,2.0,30.0,16,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,2.0,30.0,16,120,0.0003643035888671875,3.0,17.0,2.0,True
injected_any,2.0,30.0,16,0,,,,,True
injected,2.0,30.0,17,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,17,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,2.0,30.0,17,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,2.0,30.0,17,0,,,,,True
injected,2.0,30.0,18,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,2.0,30.0,18,60,4.398822784423828e-05,4.0,23.0,3.0,True
injected,2.0,30.0,18,120,0.000110626220703125,4.0,19.0,2.0,True
injected_any,2.0,30.0,18,0,,,,,True
injected,2.0,30.0,19,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,2.0,30.0,19,60,1.4901161193847656e-08,4.0,26.0,0.0,True
injected,2.0,30.0,19,120,2.823770046234131e-06,4.0,25.0,2.0,True
injected_any,2.0,30.0,19,0,,,,,True
injected,2.0,30.0,20,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,2.0,30.0,20,60,8.121132850646973e-07,3.0,27.0,2.0,True
injected,2.0,30.0,20,120,4.398822784423828e-05,3.0,23.0,3.0,True
injected_any,2.0,30.0,20,0,,,,,True
injected,2.0,30.0,21,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,2.0,30.0,21,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,2.0,30.0,21,120,0.000244140625,3.0,20.0,3.0,True
injected_any,2.0,30.0,21,0,,,,,True
injected,2.0,30.0,22,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,2.0,30.0,22,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,2.0,30.0,22,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,2.0,30.0,22,0,,,,,True
injected,2.0,30.0,23,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,23,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,2.0,30.0,23,120,2.86102294921875e-06,4.0,22.0,1.0,True
injected_any,2.0,30.0,23,0,,,,,True
injected,2.0,30.0,24,30,0.0001620317343622446,4.0,27.0,6.0,True
injected,2.0,30.0,24,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,2.0,30.0,24,120,1.049041748046875e-05,3.0,20.0,1.0,True
injected_any,2.0,30.0,24,0,,,,,True
injected,2.0,30.0,25,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,2.0,30.0,25,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,2.0,30.0,25,120,2.86102294921875e-06,4.0,22.0,1.0,True
injected_any,2.0,30.0,25,0,,,,,True
injected,2.0,30.0,26,30,8.121132850646973e-07,4.0,27.0,2.0,True
injected,2.0,30.0,26,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,2.0,30.0,26,120,0.000244140625,3.0,20.0,3.0,True
injected_any,2.0,30.0,26,0,,,,,True
injected,2.0,30.0,27,30,1.1360680218786001e-07,4.0,33.0,3.0,True
injected,2.0,30.0,27,60,9.313225746154785e-10,4.0,30.0,0.0,True
injected,2.0,30.0,27,120,5.960464477539063e-08,4.0,24.0,0.0,True
injected_any,2.0,30.0,27,0,,,,,True
injected,2.0,30.0,28,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,2.0,30.0,28,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,2.0,30.0,28,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,2.0,30.0,28,0,,,,,True
injected,2.0,30.0,29,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,2.0,30.0,29,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,2.0,30.0,29,120,0.000244140625,3.0,20.0,3.0,True
injected_any,2.0,30.0,29,0,,,,,True
injected,2.0,30.0,30,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,2.0,30.0,30,60,3.3020973205566406e-05,4.0,21.0,2.0,True
injected,2.0,30.0,30,120,0.0003643035888671875,3.0,17.0,2.0,True
injected_any,2.0,30.0,30,0,,,,,True
injected,2.0,30.0,31,30,1.1180760338902473e-05,3.0,30.0,5.0,True
injected,2.0,30.0,31,60,7.618218660354614e-06,3.0,26.0,3.0,True
injected,2.0,30.0,31,120,9.715557098388672e-06,3.0,23.0,2.0,True
injected_any,2.0,30.0,31,0,,,,,True
injected,2.0,30.0,32,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,32,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,30.0,32,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,2.0,30.0,32,0,,,,,True
injected,2.0,30.0,33,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,2.0,30.0,33,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,2.0,30.0,33,120,0.000244140625,4.0,20.0,3.0,True
injected_any,2.0,30.0,33,0,,,,,True
injected,2.0,30.0,34,30,6.542541086673737e-08,4.0,31.0,2.0,True
injected,2.0,30.0,34,60,1.0803341865539551e-07,3.0,27.0,1.0,True
injected,2.0,30.0,34,120,1.4901161193847656e-06,3.0,23.0,1.0,True
injected_any,2.0,30.0,34,0,,,,,True
injected,2.0,30.0,35,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,2.0,30.0,35,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,2.0,30.0,35,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,2.0,30.0,35,0,,,,,True
injected,2.0,30.0,36,30,5.653710104525089e-05,4.0,27.0,5.0,True
injected,2.0,30.0,36,60,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,2.0,30.0,36,120,0.000110626220703125,4.0,19.0,2.0,True
injected_any,2.0,30.0,36,0,,,,,True
injected,2.0,30.0,37,30,5.653710104525089e-05,4.0,27.0,5.0,True
injected,2.0,30.0,37,60,8.999556303024292e-05,3.0,24.0,4.0,True
injected,2.0,30.0,37,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,30.0,37,0,,,,,True
injected,2.0,30.0,38,30,9.650597348809242e-06,4.0,28.0,4.0,True
injected,2.0,30.0,38,60,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,2.0,30.0,38,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,2.0,30.0,38,0,,,,,True
injected,2.0,30.0,39,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,39,60,4.398822784423828e-05,4.0,23.0,3.0,True
injected,2.0,30.0,39,120,0.000771939754486084,4.0,20.0,4.0,True
injected_any,2.0,30.0,39,0,,,,,True
injected,2.0,30.0,40,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,2.0,30.0,40,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,2.0,30.0,40,120,0.000244140625,4.0,20.0,3.0,True
injected_any,2.0,30.0,40,0,,,,,True
injected,2.0,30.0,41,30,5.1857903599739075e-05,4.0,25.0,4.0,True
injected,2.0,30.0,41,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,2.0,30.0,41,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,2.0,30.0,41,0,,,,,True
injected,2.0,30.0,42,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,2.0,30.0,42,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,2.0,30.0,42,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,2.0,30.0,42,0,,,,,True
injected,2.0,30.0,43,30,9.650597348809242e-06,4.0,28.0,4.0,True
injected,2.0,30.0,43,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,2.0,30.0,43,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,2.0,30.0,43,0,,,,,True
injected,2.0,30.0,44,30,1.7327256500720978e-06,4.0,31.0,4.0,True
injected,2.0,30.0,44,60,4.215165972709656e-06,4.0,27.0,3.0,True
injected,2.0,30.0,44,120,8.999556303024292e-05,4.0,24.0,4.0,True
injected_any,2.0,30.0,44,0,,,,,True
injected,2.0,30.0,45,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,2.0,30.0,45,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,2.0,30.0,45,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,2.0,30.0,45,0,,,,,True
injected,2.0,30.0,46,30,6.542541086673737e-08,4.0,31.0,2.0,True
injected,2.0,30.0,46,60,1.516193151473999e-06,4.0,26.0,2.0,True
injected,2.0,30.0,46,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,2.0,30.0,46,0,,,,,True
injected,2.0,30.0,47,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,2.0,30.0,47,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,2.0,30.0,47,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,2.0,30.0,47,0,,,,,True
injected,2.0,30.0,48,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,48,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,30.0,48,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,2.0,30.0,48,0,,,,,True
injected,2.0,30.0,49,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,2.0,30.0,49,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,2.0,30.0,49,120,0.00026676058769226074,3.0,22.0,4.0,True
injected_any,2.0,30.0,49,0,,,,,True
injected,2.0,60.0,0,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,0,60,4.398822784423828e-05,4.0,23.0,3.0,True
injected,2.0,60.0,0,120,0.003305375576019287,4.0,19.0,5.0,True
injected_any,2.0,60.0,0,0,,,,,True
injected,2.0,60.0,1,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,1,60,1.049041748046875e-05,4.0,20.0,1.0,True
injected,2.0,60.0,1,120,3.814697265625e-05,4.0,18.0,1.0,True
injected_any,2.0,60.0,1,0,,,,,True
injected,2.0,60.0,2,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,2,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,2.0,60.0,2,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,2.0,60.0,2,0,,,,,True
injected,2.0,60.0,3,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,3,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,2.0,60.0,3,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,3,0,,,,,True
injected,2.0,60.0,4,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,4,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,60.0,4,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,2.0,60.0,4,0,,,,,True
injected,2.0,60.0,5,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,5,60,0.0001385807991027832,4.0,21.0,3.0,True
injected,2.0,60.0,5,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,2.0,60.0,5,0,,,,,True
injected,2.0,60.0,6,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,6,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,2.0,60.0,6,120,4.398822784423828e-05,3.0,23.0,3.0,True
injected_any,2.0,60.0,6,0,,,,,True
injected,2.0,60.0,7,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,7,60,0.000110626220703125,4.0,19.0,2.0,True
injected,2.0,60.0,7,120,0.003305375576019287,4.0,19.0,5.0,True
injected_any,2.0,60.0,7,0,,,,,True
injected,2.0,60.0,8,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,8,60,5.960464477539063e-08,4.0,24.0,0.0,True
injected,2.0,60.0,8,120,7.62939453125e-06,4.0,17.0,0.0,True
injected_any,2.0,60.0,8,0,,,,,True
injected,2.0,60.0,9,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,9,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,2.0,60.0,9,120,3.3020973205566406e-05,3.0,21.0,2.0,True
injected_any,2.0,60.0,9,0,,,,,True
injected,2.0,60.0,10,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,10,60,7.826089859008789e-05,3.0,22.0,3.0,True
injected,2.0,60.0,10,120,0.0029623061418533325,3.0,21.0,6.0,True
injected_any,2.0,60.0,10,0,,,,,True
injected,2.0,60.0,11,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,11,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,2.0,60.0,11,120,3.814697265625e-05,4.0,18.0,1.0,True
injected_any,2.0,60.0,11,0,,,,,True
injected,2.0,60.0,12,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,12,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,2.0,60.0,12,120,0.0001385807991027832,3.0,21.0,3.0,True
injected_any,2.0,60.0,12,0,,,,,True
injected,2.0,60.0,13,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,13,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,2.0,60.0,13,120,0.00020122528076171875,3.0,18.0,2.0,True
injected_any,2.0,60.0,13,0,,,,,True
injected,2.0,60.0,14,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,14,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,2.0,60.0,14,120,0.000771939754486084,3.0,20.0,4.0,True
injected_any,2.0,60.0,14,0,,,,,True
injected,2.0,60.0,15,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,15,60,0.000244140625,3.0,20.0,3.0,True
injected,2.0,60.0,15,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,2.0,60.0,15,0,,,,,True
injected,2.0,60.0,16,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,16,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,2.0,60.0,16,120,0.0012884140014648438,3.0,17.0,3.0,True
injected_any,2.0,60.0,16,0,,,,,True
injected,2.0,60.0,17,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,17,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,2.0,60.0,17,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,2.0,60.0,17,0,,,,,True
injected,2.0,60.0,18,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,18,60,0.0001385807991027832,4.0,21.0,3.0,True
injected,2.0,60.0,18,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,2.0,60.0,18,0,,,,,True
injected,2.0,60.0,19,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,19,60,2.9802322387695312e-08,4.0,25.0,0.0,True
injected,2.0,60.0,19,120,9.715557098388672e-06,4.0,23.0,2.0,True
injected_any,2.0,60.0,19,0,,,,,True
injected,2.0,60.0,20,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,20,60,1.516193151473999e-06,3.0,26.0,2.0,True
injected,2.0,60.0,20,120,7.826089859008789e-05,3.0,22.0,3.0,True
injected_any,2.0,60.0,20,0,,,,,True
injected,2.0,60.0,21,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,21,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,2.0,60.0,21,120,0.000771939754486084,3.0,20.0,4.0,True
injected_any,2.0,60.0,21,0,,,,,True
injected,2.0,60.0,22,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,22,60,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,2.0,60.0,22,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,2.0,60.0,22,0,,,,,True
injected,2.0,60.0,23,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,23,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,2.0,60.0,23,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,2.0,60.0,23,0,,,,,True
injected,2.0,60.0,24,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,24,60,7.826089859008789e-05,3.0,22.0,3.0,True
injected,2.0,60.0,24,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,2.0,60.0,24,0,,,,,True
injected,2.0,60.0,25,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,25,60,7.748603820800781e-07,3.0,24.0,1.0,True
injected,2.0,60.0,25,120,5.4836273193359375e-06,4.0,21.0,1.0,True
injected_any,2.0,60.0,25,0,,,,,True
injected,2.0,60.0,26,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,26,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,2.0,60.0,26,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,26,0,,,,,True
injected,2.0,60.0,27,30,0.5,2.0,7.0,6.0,False
injected,2.0,60.0,27,60,1.862645149230957e-09,3.0,29.0,0.0,True
injected,2.0,60.0,27,120,5.960464477539063e-08,3.0,24.0,0.0,True
injected_any,2.0,60.0,27,0,,,,,True
injected,2.0,60.0,28,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,28,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,2.0,60.0,28,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,2.0,60.0,28,0,,,,,True
injected,2.0,60.0,29,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,29,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,2.0,60.0,29,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,29,0,,,,,True
injected,2.0,60.0,30,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,30,60,3.814697265625e-05,3.0,18.0,1.0,True
injected,2.0,60.0,30,120,0.0011749267578125,3.0,15.0,2.0,True
injected_any,2.0,60.0,30,0,,,,,True
injected,2.0,60.0,31,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,31,60,1.372024416923523e-05,3.0,25.0,3.0,True
injected,2.0,60.0,31,120,0.0001553744077682495,3.0,23.0,4.0,True
injected_any,2.0,60.0,31,0,,,,,True
injected,2.0,60.0,32,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,32,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,2.0,60.0,32,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,2.0,60.0,32,0,,,,,True
injected,2.0,60.0,33,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,33,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,2.0,60.0,33,120,0.000771939754486084,4.0,20.0,4.0,True
injected_any,2.0,60.0,33,0,,,,,True
injected,2.0,60.0,34,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,34,60,4.023313522338867e-07,3.0,25.0,1.0,True
injected,2.0,60.0,34,120,5.4836273193359375e-06,3.0,21.0,1.0,True
injected_any,2.0,60.0,34,0,,,,,True
injected,2.0,60.0,35,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,35,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,2.0,60.0,35,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,35,0,,,,,True
injected,2.0,60.0,36,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,36,60,0.0001553744077682495,3.0,23.0,4.0,True
injected,2.0,60.0,36,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,2.0,60.0,36,0,,,,,True
injected,2.0,60.0,37,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,37,60,0.0007568597793579102,3.0,22.0,5.0,True
injected,2.0,60.0,37,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,37,0,,,,,True
injected,2.0,60.0,38,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,38,60,4.398822784423828e-05,3.0,23.0,3.0,True
injected,2.0,60.0,38,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,2.0,60.0,38,0,,,,,True
injected,2.0,60.0,39,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,39,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,2.0,60.0,39,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,2.0,60.0,39,0,,,,,True
injected,2.0,60.0,40,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,40,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,2.0,60.0,40,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,2.0,60.0,40,0,,,,,True
injected,2.0,60.0,41,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,41,60,6.0558319091796875e-05,3.0,20.0,2.0,True
injected,2.0,60.0,41,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,2.0,60.0,41,0,,,,,True
injected,2.0,60.0,42,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,42,60,6.0558319091796875e-05,4.0,20.0,2.0,True
injected,2.0,60.0,42,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,2.0,60.0,42,0,,,,,True
injected,2.0,60.0,43,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,43,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,2.0,60.0,43,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,2.0,60.0,43,0,,,,,True
injected,2.0,60.0,44,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,44,60,1.372024416923523e-05,3.0,25.0,3.0,True
injected,2.0,60.0,44,120,8.999556303024292e-05,4.0,24.0,4.0,True
injected_any,2.0,60.0,44,0,,,,,True
injected,2.0,60.0,45,30,0.4018096923828125,2.0,9.0,7.0,False
injected,2.0,60.0,45,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,2.0,60.0,45,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,2.0,60.0,45,0,,,,,True
injected,2.0,60.0,46,30,0.395263671875,2.0,8.0,6.0,False
injected,2.0,60.0,46,60,5.245208740234375e-06,4.0,24.0,2.0,True
injected,2.0,60.0,46,120,0.000110626220703125,4.0,19.0,2.0,True
